rosbagTimestamp,x,y,z
1575857931493999535,0.0515889301896,-1.52010239245,0.0
1575857933440588440,0.0516661480069,-1.52009488228,0.0
1575857935267203003,0.0518860667944,-1.52032042619,0.0
1575857936896171244,0.0517937093973,-1.52010596873,0.0
1575857938413860106,0.0517580509186,-1.52011955856,0.0
1575857939821211453,0.0517287477851,-1.52010167721,0.0
1575857941094869085,0.0518901310861,-1.52026535154,0.0
1575857942293506160,0.0517541877925,-1.520096432,0.0
1575857943395359699,0.0518487282097,-1.52027405382,0.0
1575857944378993634,0.0517987236381,-1.52021909834,0.0
1575857945324857763,0.0517736114562,-1.52009166362,0.0
1575857946396990318,0.0516374707222,-1.52001739625,0.0
1575857947202751452,0.0516942366958,-1.52001286626,0.0
1575857947946105803,0.0518542453647,-1.52030898212,0.0
1575857948645500247,0.0517643988132,-1.52014399649,0.0
1575857949291285619,0.0519059449434,-1.52022517797,0.0
1575857950351935238,0.0518575496972,-1.52028001425,0.0
1575857950863556928,0.0518937781453,-1.52015341403,0.0
1575857951384286433,0.0517800189555,-1.52013767839,0.0
1575857951887759179,0.051846627146,-1.52021432997,0.0
1575857952336116657,0.0518515855074,-1.52024615885,0.0
1575857952715020058,0.0518041141331,-1.52024711251,0.0
1575857953086448688,0.0516906268895,-1.5201132405,0.0
1575857953438480222,0.0518723167479,-1.52030337927,0.0
1575857953792707782,0.0516169182956,-1.52017272585,0.0
1575857954133497265,0.0517732053995,-1.52017928241,0.0
1575857954437732447,0.0517651252449,-1.52017403723,0.0
1575857954720577182,0.0517652370036,-1.51986909977,0.0
1575857954990100209,0.0518007315695,-1.5201375592,0.0
1575857955245538609,0.0518041886389,-1.52017809035,0.0
1575857956466073448,0.0520485900342,-1.52010108108,0.0
1575857956716141721,0.0520365387201,-1.52000428301,0.0
1575857956921173219,0.0520858205855,-1.52030969729,0.0
1575857958099942427,0.0517737083137,-1.52011669753,0.0
1575857958318814094,0.0519284941256,-1.52012456537,0.0
1575857958505142419,0.0517757609487,-1.52010525348,0.0
1575857958703502917,0.0517322644591,-1.51987005354,0.0
1575857958853371022,0.0518151856959,-1.51992655876,0.0
1575857959004693372,0.0515743792057,-1.52018452766,0.0
1575857959151401085,0.0515766777098,-1.52007044439,0.0
1575857959274651335,0.051514223218,-1.52037156678,0.0
1575857959419852380,0.0510698445141,-1.52081466763,0.0
1575857959562437015,0.0515021421015,-1.52018715001,0.0
1575857959700239205,0.0514540448785,-1.52047718627,0.0
1575857959856078226,0.0515694431961,-1.52045215237,0.0
1575857959998517444,0.051654227078,-1.52011240575,0.0
1575857960123192338,0.0516161061823,-1.52043236356,0.0
