rosbagTimestamp,x,y,z
1575866341350500305,-1.18097877502,2.31883955971,0.759225504785
1575866343846425163,-1.04429399967,2.06661903698,1.08943990882
1575866346050423498,-0.894469618797,1.79614358907,0.904823371903
1575866347900309578,-0.771001756191,1.5513242493,0.732594817551
1575866349438967741,-0.695842802525,1.3400759505,0.67082331495
1575866350732191428,-0.607913792133,1.17502805666,0.640663001398
1575866351837539811,-0.542085647583,1.03983052832,0.615931647951
1575866352917105446,-0.483949363232,0.919687702945,0.591834781028
1575866353688721341,-0.454422801733,0.82637566269,0.545368937804
1575866354320972433,-0.427160948515,0.746136357291,0.51648330147
1575866354887016651,-0.397924691439,0.665684189313,0.443556329623
1575866355367044466,-0.37883657217,0.602236241683,0.457756471522
1575866355774449285,-0.363871991634,0.551341920304,0.453569053242
1575866356114629491,-0.349190086126,0.503670281241,0.383234246881
1575866356466366335,-0.340539753437,0.472041093518,0.344142580744
1575866356708752642,-0.338904500008,0.461248094129,0.347418634362
1575866357734288239,-0.349983781576,0.463147834917,0.504555729669
1575866357987524302,-0.350950926542,0.45228932788,0.410077871098
1575866358176404885,-0.351856887341,0.429050406451,0.336314388969
1575866358308973067,-0.356179654598,0.412561521846,0.321974172476
1575866359348546402,-0.411438882351,0.39036665732,0.497756592019
1575866359534161931,-0.40584847331,0.365764063426,0.491934179939
1575866359730477135,-0.394175320864,0.338672702371,0.47074852247
1575866359930919218,-0.38303527236,0.327221090281,0.439818126317
